car_id,fuelType,rating,renterTripsTaken,reviewCount,owner.id,vehicle.make,vehicle.model,vehicle.type,vehicle.year
2736,GASOLINE,5.0,34,32,279544,Honda,Accord,car,2010
2737,HYBRID,5.0,12,9,279544,Toyota,Prius,car,2011
2738,,4.91,109,96,279544,Honda,Civic,car,2006
2739,HYBRID,5.0,16,13,279544,Toyota,Prius c,car,2012
2740,GASOLINE,4.97,41,38,279544,Honda,Civic,car,2014
2741,GASOLINE,4.86,25,22,922751,Toyota,Corolla,car,2010
2742,HYBRID,4.98,47,42,279544,Toyota,Prius,car,2012
2743,ELECTRIC,,0,0,9703604,Tesla,Model Y,suv,2020
2744,GASOLINE,,0,0,1227510,BMW,3 Series,car,2018
2745,GASOLINE,4.67,4,3,5115264,Mazda,6,car,2016
2746,GASOLINE,5.0,20,15,4073118,Hyundai,Azera,car,2008
2747,GASOLINE,4.96,56,48,4073118,Honda,Civic,car,2008
2748,HYBRID,4.92,39,37,4942084,Lexus,CT 200h,car,2015
2749,HYBRID,4.69,49,42,4942084,Lexus,HS 250h,car,2010
2750,GASOLINE,,0,0,5308531,Honda,Odyssey,minivan,2011
2751,HYBRID,4.92,47,40,4942084,Lexus,HS 250h,car,2010
2752,GASOLINE,5.0,6,6,5605121,Hyundai,Elantra Touring,car,2011
2753,HYBRID,4.96,25,24,4942084,Lexus,HS 250h,car,2010
2754,GASOLINE,5.0,4,4,4942084,FIAT,500,car,2013
2755,GASOLINE,5.0,2,2,4942084,Scion,iM,car,2016
2756,GASOLINE,5.0,22,17,4942084,Chevrolet,Cruze,car,2013
2757,HYBRID,4.87,63,60,4942084,Lexus,CT 200h,car,2013
2758,HYBRID,4.73,60,56,4942084,Lexus,CT 200h,car,2012
2759,GASOLINE,4.71,24,21,4942084,Chevrolet,Sonic,car,2017
2760,GASOLINE,4.63,22,19,4942084,Chevrolet,Trax,suv,2019
2761,GASOLINE,5.0,19,17,4942084,Ford,Fiesta,car,2016
2762,GASOLINE,4.33,7,6,4942084,Mitsubishi,Outlander Sport,suv,2017
2763,GASOLINE,5.0,25,24,4942084,Nissan,Sentra,car,2019
2764,GASOLINE,4.81,24,21,4942084,Kia,Soul,car,2011
2765,GASOLINE,4.81,56,47,4942084,Mazda,2,car,2014
2766,GASOLINE,4.86,42,36,4942084,Mazda,2,car,2014
2767,GASOLINE,,0,0,2164837,Dodge,Charger,car,2017
2768,GASOLINE,,0,0,8977985,Chevrolet,Traverse,suv,2016
2769,GASOLINE,5.0,2,2,1289245,Mercedes-Benz,GLC-Class,suv,2018
2770,GASOLINE,5.0,2,2,9583722,Toyota,4Runner,suv,2020
2771,GASOLINE,5.0,12,12,9583722,Toyota,Highlander,suv,2018
2772,GASOLINE,4.5,4,2,10282498,Toyota,FJ Cruiser,suv,2013
2773,GASOLINE,5.0,12,11,2414924,Polaris,Slingshot,car,2017
2774,GASOLINE,5.0,23,17,2414924,Polaris,Slingshot,car,2016
2775,GASOLINE,5.0,4,3,2414924,Polaris,Slingshot,car,2019
2776,DIESEL,5.0,6,2,14733880,Mercedes-Benz,Sprinter,van,2015
2777,GASOLINE,5.0,2,1,2414924,Jeep,Wrangler,suv,2018
2778,GASOLINE,4.98,66,54,1404003,Ford,Fusion,car,2016
2779,GASOLINE,4.85,95,72,1404003,Ford,Fiesta,car,2013
2780,GASOLINE,4.98,152,132,1404003,Honda,Civic,car,2012
2781,GASOLINE,5.0,3,2,1404003,Dodge,Durango,suv,2015
2782,GASOLINE,5.0,10,7,15214991,Kia,Optima,car,2017
2783,ELECTRIC,4.9,35,30,9651540,Tesla,Model S,car,2015
2784,GASOLINE,5.0,61,55,1813178,Toyota,RAV4,suv,2018
2785,GASOLINE,5.0,9,7,4990829,Mercedes-Benz,C-Class,car,2016
2786,GASOLINE,,0,0,4154429,Infiniti,G35,car,2008
2787,GASOLINE,4.93,15,14,8935158,Jeep,Patriot,suv,2014
2788,ELECTRIC,5.0,9,7,10630565,Tesla,Model S,car,2015
2789,GASOLINE,5.0,17,16,10906159,Volkswagen,Atlas,suv,2018
2790,GASOLINE,4.96,94,79,2770399,GMC,Sierra 1500,truck,2008
2791,ELECTRIC,5.0,48,43,5721385,Tesla,Model 3,car,2018
2792,GASOLINE,4.83,39,30,2981621,Honda,Accord,car,2017
2793,ELECTRIC,5.0,39,38,8836011,Tesla,Model 3,car,2018
2794,GASOLINE,5.0,2,2,995056,BMW,4 Series,car,2014
2795,GASOLINE,5.0,4,4,11273950,Cadillac,Escalade,suv,2015
2796,GASOLINE,4.91,38,32,2770399,Ford,Expedition,suv,2012
2797,GASOLINE,5.0,1,1,15760712,Land Rover,Range Rover Sport,suv,2016
2798,ELECTRIC,4.85,82,67,1191077,Tesla,Model S,car,2013
2799,GASOLINE,4.85,38,34,406236,Hyundai,Santa Fe,suv,2019
2800,ELECTRIC,5.0,2,2,5721385,Tesla,Model Y,suv,2020
2801,GASOLINE,4.88,108,83,1300675,Toyota,Corolla,car,2012
2802,GASOLINE,4.97,79,59,1300675,Toyota,Corolla,car,2010
2803,HYBRID,5.0,3,3,15131343,Chevrolet,Volt,car,2013
2804,GASOLINE,4.63,25,19,1300675,Toyota,Corolla,car,2011
2805,GASOLINE,4.97,43,31,1300675,Ford,Escape,suv,2012
2806,GASOLINE,4.81,76,58,1300675,Toyota,Corolla,car,2011
2807,ELECTRIC,4.94,20,18,8793252,Chevrolet,Bolt EV,car,2017
2808,GASOLINE,4.79,138,117,1300675,Toyota,Corolla,car,2011
2809,GASOLINE,4.82,150,104,1300675,Toyota,Corolla,car,2013
2810,GASOLINE,4.85,27,20,1300675,Kia,Soul,car,2014
2811,ELECTRIC,5.0,42,38,5354320,Tesla,Model 3,car,2019
2812,GASOLINE,5.0,10,7,861318,Ford,Flex,suv,2019
2813,GASOLINE,4.79,42,29,1300675,Ford,Escape,suv,2011
2814,GASOLINE,5.0,1,1,15695774,Land Rover,Range Rover Evoque,suv,2013
2815,GASOLINE,4.95,31,22,1300675,Ford,Escape,suv,2011
2816,GASOLINE,4.83,7,6,3502267,Hyundai,Sonata,car,2017
2817,GASOLINE,5.0,3,3,15343605,Honda,Accord,car,2010
2818,GASOLINE,,0,0,15659395,Cadillac,Escalade ESV,suv,2018
2819,GASOLINE,4.84,120,81,1300675,Toyota,Yaris,car,2010
2820,HYBRID,4.56,10,9,8793252,Chevrolet,Volt,car,2017
2821,GASOLINE,5.0,7,6,11818509,Lexus,IS 250,car,2015
2822,GASOLINE,,0,0,3313007,Land Rover,Range Rover Sport,suv,2011
2823,GASOLINE,4.8,114,83,1300675,Toyota,Corolla,car,2010
2824,GASOLINE,5.0,14,11,555204,Ram,1500,truck,2013
2825,GASOLINE,5.0,4,3,1300675,Toyota,Corolla,car,2013
2826,GASOLINE,4.79,47,39,1300675,Toyota,Corolla,car,2011
2827,GASOLINE,4.87,105,86,2000159,Porsche,Panamera,car,2012
2828,GASOLINE,5.0,7,5,14653359,Audi,A3,car,2017
2829,GASOLINE,5.0,39,24,2000159,Porsche,Macan,suv,2017
2830,GASOLINE,4.92,54,50,406236,Honda,Fit,car,2010
2831,GASOLINE,4.88,13,8,1300675,Ford,Escape,suv,2012
2832,GASOLINE,4.88,13,8,1300675,Ford,Escape,suv,2012
2833,GASOLINE,5.0,24,20,1300675,Toyota,Corolla,car,2010
2834,GASOLINE,4.84,47,32,1300675,Toyota,Corolla,car,2010
2835,GASOLINE,5.0,10,6,1300675,Ford,Escape,suv,2010
2836,GASOLINE,4.78,28,23,1300675,Toyota,Yaris,car,2012
2837,GASOLINE,4.67,21,15,1300675,Ford,Escape,suv,2011
2838,GASOLINE,4.93,134,120,2245898,Chevrolet,Impala,car,2016
2839,GASOLINE,4.92,16,13,1300675,Toyota,Yaris,car,2012
2840,GASOLINE,4.71,19,14,1300675,Ford,Escape,suv,2010
2841,GASOLINE,5.0,3,3,5721385,Ford,F-150,truck,2019
2842,GASOLINE,4.89,87,56,1300675,Ford,Escape,suv,2011
2843,GASOLINE,5.0,5,3,3502267,Dodge,Grand Caravan,minivan,2008
2844,GASOLINE,4.68,44,28,1300675,Ford,Escape,suv,2011
2845,GASOLINE,5.0,9,6,1300675,Toyota,Yaris,car,2010
2846,GASOLINE,4.71,172,133,1300675,Toyota,Corolla,car,2010
2847,GASOLINE,4.94,107,94,5323095,Honda,Civic,car,2012
2848,HYBRID,5.0,1,1,3502267,Toyota,Prius,car,2010
2849,GASOLINE,4.93,14,14,10170269,Ford,Escape,suv,2015
2850,GASOLINE,4.96,107,83,1300675,Toyota,Corolla,car,2010
2851,GASOLINE,4.86,58,42,1300675,Toyota,Yaris,car,2012
2852,GASOLINE,4.87,55,38,1300675,Toyota,Yaris,car,2010
2853,GASOLINE,4.97,37,32,555204,Toyota,Prius,car,2012
2854,GASOLINE,4.33,6,6,1300675,Toyota,Corolla,car,2009
2855,GASOLINE,4.78,41,27,1300675,Dodge,Grand Caravan,minivan,2011
2856,GASOLINE,4.77,43,31,1300675,Ford,Escape,suv,2010
2857,GASOLINE,4.56,20,16,9042168,Hyundai,Genesis,car,2015
2858,GASOLINE,5.0,7,6,2245898,Toyota,Tacoma,truck,2017
2859,GASOLINE,4.97,44,36,2245898,Hyundai,Sonata,car,2012
2860,GASOLINE,5.0,10,8,1300675,Toyota,Yaris,car,2008
2861,GASOLINE,4.9,15,10,1300675,Toyota,Yaris,car,2012
2862,GASOLINE,5.0,6,3,1300675,Toyota,Yaris,car,2008
2863,GASOLINE,4.74,94,72,1300675,Toyota,Yaris,car,2012
2864,GASOLINE,4.88,24,17,1300675,Toyota,Yaris,car,2007
2865,GASOLINE,5.0,12,11,10170269,Ford,Fusion,car,2015
2866,GASOLINE,4.97,43,36,5721385,BMW,X3,suv,2013
2867,GASOLINE,4.33,12,6,1300675,Toyota,Yaris,car,2012
2868,ELECTRIC,5.0,3,1,555204,Nissan,Leaf,car,2015
2869,GASOLINE,4.93,16,14,8214321,Nissan,Altima,car,2016
2870,GASOLINE,4.59,26,17,1300675,Dodge,Grand Caravan,minivan,2011
2871,GASOLINE,4.5,10,8,1300675,Dodge,Grand Caravan,minivan,2013
2872,GASOLINE,5.0,78,67,2245898,Chevrolet,Tahoe,suv,2008
2873,GASOLINE,5.0,52,39,245088,GMC,Yukon XL,suv,2002
2874,GASOLINE,4.92,45,36,2000159,Porsche,Boxster,car,2009
2875,GASOLINE,4.95,149,125,2245898,Ford,Escape,suv,2010
2876,GASOLINE,4.88,57,48,2245898,Ford,Edge,suv,2010
2877,GASOLINE,4.46,36,26,1300675,Toyota,Yaris,car,2007
2878,GASOLINE,4.5,17,10,1300675,Dodge,Grand Caravan,minivan,2011
2879,GASOLINE,5.0,7,6,72178,Ford,Explorer,suv,2016
2880,GASOLINE,4.43,11,7,3928207,Honda,Odyssey,minivan,2019
2881,GASOLINE,5.0,2,2,14647957,MINI,Clubman,car,2018
2882,GASOLINE,5.0,7,7,5935896,Mazda,6,car,2014
2883,GASOLINE,4.98,126,107,2245898,Ford,Escape,suv,2015
2884,GASOLINE,4.33,26,15,1300675,Dodge,Grand Caravan,minivan,2012
2885,GASOLINE,4.81,23,21,5721385,Audi,Q5,suv,2010
2886,GASOLINE,4.83,119,87,555204,Pontiac,Vibe,car,2009
2887,GASOLINE,4.67,12,12,406236,Hyundai,Veloster,car,2019
2888,GASOLINE,5.0,45,42,72178,Ford,F-150,truck,2015
2889,GASOLINE,4.83,51,46,7364245,Volkswagen,Jetta,car,2015
2890,GASOLINE,4.9,66,48,2000159,BMW,Z4,car,2006
2891,GASOLINE,4.86,83,66,2000159,Mercedes-Benz,SLK-Class,car,2007
2892,HYBRID,,0,0,6609498,Lincoln,MKZ,car,2015
2893,GASOLINE,4.92,126,109,2000159,Mercedes-Benz,C-Class,car,2010
2894,GASOLINE,4.94,49,16,2000159,Audi,TT,car,2010
2895,HYBRID,,0,0,72178,Ford,Fusion Hybrid,car,2019
2896,GASOLINE,4.6,14,10,2447871,Dodge,Grand Caravan,minivan,2011
2897,GASOLINE,4.89,134,119,2000159,Mercedes-Benz,M-Class,suv,2011
2898,GASOLINE,4.71,9,7,5477948,Chevrolet,Cruze,car,2013
2899,GASOLINE,4.5,53,44,2000159,Audi,A5,car,2011
2900,GASOLINE,4.97,73,62,72178,Ford,Focus,car,2015
2901,GASOLINE,,0,0,5983961,Chrysler,200,car,2015
2902,GASOLINE,5.0,16,14,72178,Ford,Focus,car,2016
2903,GASOLINE,4.76,83,74,2000159,BMW,5 Series,car,2007
2904,GASOLINE,4.92,22,13,72178,Ford,Focus,car,2016
2905,GASOLINE,4.85,158,131,2000159,BMW,X5,suv,2008
2906,GASOLINE,4.84,138,111,1300675,Toyota,Corolla,car,2012
2907,GASOLINE,4.75,131,106,2000159,Mercedes-Benz,C-Class,car,2007
2908,GASOLINE,4.89,51,35,1300675,Toyota,Corolla,car,2012
2909,GASOLINE,4.69,44,26,1300675,Toyota,Corolla,car,2012
2910,GASOLINE,4.76,117,84,1300675,Toyota,Corolla,car,2012
2911,GASOLINE,4.79,140,125,2000159,Audi,A4,car,2007
2912,GASOLINE,4.79,136,108,1300675,Toyota,Corolla,car,2012
2913,GASOLINE,4.86,62,51,2000159,smart,fortwo,car,2014
2914,GASOLINE,5.0,59,54,3088902,Chevrolet,Corvette,car,2016
2915,GASOLINE,4.96,31,28,3088902,Maserati,Ghibli,car,2016
2916,GASOLINE,4.99,87,73,3279634,Audi,Q7,suv,2018
2917,GASOLINE,5.0,19,13,3088902,Mercedes-Benz,C-Class,car,2017
2918,GASOLINE,5.0,120,95,3279634,Audi,S5,car,2018
2919,GASOLINE,5.0,53,48,3088902,BMW,4-Series,car,2019
2920,,5.0,10,8,9721395,Polaris,Slingshot,car,2015
2921,GASOLINE,5.0,25,17,8769613,Chevrolet,Tahoe,suv,2015
2922,ELECTRIC,5.0,5,3,8417880,Tesla,Model 3,car,2018
2923,DIESEL,5.0,19,12,8769613,Mercedes-Benz,E-Class,car,2012
2924,GASOLINE,4.97,70,64,7811941,Kia,Sorento,suv,2017
2925,GASOLINE,5.0,47,44,7483543,BMW,3 Series,car,2014
2926,GASOLINE,4.72,171,114,198464,Jeep,Cherokee,suv,2015
2927,GASOLINE,4.75,150,102,198464,Toyota,Yaris,car,2014
2928,GASOLINE,4.6,57,43,198464,Hyundai,Sonata,car,2015
2929,GASOLINE,4.88,60,33,198464,Scion,xD,car,2008
2930,GASOLINE,5.0,4,3,1325229,Lexus,RC 350,car,2015
2931,HYBRID,4.9,149,104,198464,Ford,C-Max Hybrid,car,2013
2932,HYBRID,4.67,33,21,198464,Honda,Insight,car,2010
2933,GASOLINE,4.79,25,19,198464,Kia,Forte,car,2017
2934,GASOLINE,4.77,129,90,198464,Mitsubishi,Mirage,car,2014
2935,GASOLINE,4.95,27,19,198464,Kia,Rio,car,2016
2936,GASOLINE,4.78,76,51,198464,Nissan,Versa,car,2016
2937,GASOLINE,5.0,29,20,903730,Cadillac,CTS,car,2017
2938,GASOLINE,3.0,3,2,15077431,Ford,Explorer,suv,2015
2939,GASOLINE,4.7,11,10,5579421,Toyota,Sienna,minivan,2016
2940,GASOLINE,4.74,49,35,198464,Nissan,Versa,car,2013
2941,GASOLINE,4.83,46,36,198464,Mitsubishi,Mirage,car,2015
2942,GASOLINE,5.0,65,58,7811941,Kia,Sorento,suv,2019
2943,GASOLINE,5.0,6,4,11183193,Land Rover,Range Rover,suv,2019
2944,DIESEL,,1,0,11183193,Ford,F-250 Super Duty,truck,2017
2945,GASOLINE,4.86,347,243,1803853,FIAT,500,car,2016
2946,GASOLINE,5.0,20,14,10059762,Hyundai,Accent,car,2014
2947,GASOLINE,5.0,5,3,10059762,Nissan,Versa,car,2014
2948,GASOLINE,,0,0,1198067,Volkswagen,Beetle,car,2016
2949,GASOLINE,4.94,193,159,2192096,Toyota,C-HR,suv,2018
2950,HYBRID,5.0,2,2,7257619,Ford,Fusion Energi,car,2020
2951,GASOLINE,5.0,17,10,2192096,Toyota,Sienna,minivan,2019
2952,GASOLINE,4.79,27,24,2192096,Toyota,Sienna,minivan,2019
2953,GASOLINE,,0,0,2625433,Porsche,Macan,suv,2019
2954,GASOLINE,4.9,87,62,2192096,Toyota,C-HR,car,2019
2955,HYBRID,5.0,14,12,11493013,Toyota,Prius,car,2018
2956,GASOLINE,4.96,27,25,2625433,Toyota,Sienna,minivan,2019
2957,GASOLINE,,2,0,2625433,Toyota,Camry,car,2020
2958,GASOLINE,5.0,45,38,11493013,MINI,Hardtop 2dr,car,2019
2959,GASOLINE,4.97,44,38,2192096,Volvo,XC60,suv,2019
2960,HYBRID,,0,0,2192096,Toyota,Prius,car,2020
2961,GASOLINE,4.88,18,17,14352614,BMW,X1,suv,2014
2962,HYBRID,5.0,1,1,2625433,Toyota,Highlander Hybrid,suv,2020
2963,GASOLINE,5.0,8,8,12941913,Porsche,Panamera,car,2014
2964,GASOLINE,4.6,7,5,2537707,Cadillac,XT5,suv,2017
2965,GASOLINE,5.0,16,12,12941913,Chevrolet,Camaro,car,2017
2966,ELECTRIC,5.0,12,11,11583588,Tesla,Model 3,car,2018
2967,GASOLINE,4.95,25,21,2280266,BMW,2 Series,car,2016
2968,ELECTRIC,5.0,2,1,481319,Tesla,Model 3,car,2020
2969,GASOLINE,,0,0,901469,Honda,Pilot,suv,2019
2970,GASOLINE,4.95,26,21,5827699,Ford,Mustang,car,2018
2971,GASOLINE,4.82,30,28,9006040,Acura,MDX,suv,2018
2972,GASOLINE,4.84,101,91,4479256,BMW,3 Series,car,2008
2973,GASOLINE,4.94,107,85,957100,Chevrolet,Camaro,car,2013
2974,ELECTRIC,4.89,19,18,791289,Tesla,Model 3,car,2018
2975,GASOLINE,5.0,59,55,339119,Subaru,WRX,car,2018
2976,ELECTRIC,4.94,253,228,124207,Tesla,Model 3,car,2018
2977,GASOLINE,4.98,160,124,2280266,Jeep,Wrangler,suv,2015
2978,GASOLINE,5.0,11,11,10334034,Jeep,Wrangler,suv,2017
2979,GASOLINE,4.98,70,52,957100,Ford,Mustang,car,2014
2980,GASOLINE,5.0,9,8,14381533,Dodge,Charger,car,2019
2981,GASOLINE,4.94,127,107,2280266,BMW,Z4,car,2011
2982,GASOLINE,4.97,36,30,2485941,Porsche,Macan,suv,2015
2983,GASOLINE,5.0,9,9,225344,Audi,SQ5,suv,2019
2984,ELECTRIC,5.0,24,23,6181985,Tesla,Model 3,car,2018
2985,GASOLINE,5.0,8,7,2485941,BMW,X6,suv,2017
2986,GASOLINE,5.0,6,5,8577793,Audi,A8 L,car,2019
2987,GASOLINE,4.97,97,78,2280266,BMW,Z4,car,2009
2988,GASOLINE,5.0,19,18,7387262,Porsche,Cayenne,suv,2014
2989,GASOLINE,4.96,105,95,957100,Honda,Pilot,suv,2017
2990,GASOLINE,4.92,16,12,10995459,Mercedes-Benz,GL-Class,suv,2016
2991,GASOLINE,4.85,127,100,2485941,BMW,X6,suv,2017
2992,GASOLINE,4.98,112,93,957100,Honda,Pilot,suv,2017
2993,GASOLINE,5.0,13,11,664545,Lexus,ES 350,car,2016
2994,GASOLINE,5.0,9,6,11593607,Acura,MDX,suv,2015
2995,GASOLINE,4.83,26,24,91429,Audi,A5,car,2018
2996,GASOLINE,4.97,278,213,821919,Porsche,Boxster,car,2013
2997,GASOLINE,5.0,9,7,5554530,FIAT,124 Spider,car,2017
2998,GASOLINE,4.92,131,114,2280266,BMW,5 Series,car,2011
2999,GASOLINE,4.88,10,8,11568805,Dodge,Challenger,car,2019
3000,GASOLINE,4.99,90,71,2280266,BMW,3 Series,car,2014
3001,GASOLINE,3.0,1,1,14769007,Nissan,Pathfinder,suv,2014
3002,GASOLINE,4.66,53,44,7604721,Audi,A4,car,2018
3003,GASOLINE,5.0,21,19,2280266,BMW,X1,suv,2016
3004,GASOLINE,5.0,8,5,912355,Mercedes-benz,GLE-Class,suv,2019
3005,GASOLINE,5.0,39,35,2280266,BMW,X1,suv,2016
3006,GASOLINE,,0,0,15715004,Honda,Civic,car,2015
3007,ELECTRIC,4.96,27,25,10954535,Tesla,Model 3,car,2019
3008,GASOLINE,4.87,62,46,270754,Porsche,911,car,2000
3009,GASOLINE,4.97,225,189,168282,BMW,3 Series,car,2017
3010,DIESEL,4.88,125,103,2280266,Mercedes-Benz,GL-Class,suv,2009
3011,ELECTRIC,4.0,4,3,8599533,Tesla,Model X,suv,2018
3012,GASOLINE,5.0,2,2,14388267,Volkswagen,Jetta,car,2012
3013,GASOLINE,,0,0,1574980,Maserati,Ghibli,car,2018
3014,HYBRID,,0,0,14988284,BMW,5-Series,car,2019
3015,GASOLINE,5.0,10,8,2280266,BMW,X1,suv,2016
3016,ELECTRIC,5.0,37,34,4278675,Tesla,Model 3,car,2019
3017,ELECTRIC,5.0,21,18,4865148,Tesla,Model S,car,2019
3018,GASOLINE,5.0,5,5,182039,BMW,X4,suv,2018
3019,GASOLINE,,0,0,15601215,Ford,F-150,truck,2019
3020,ELECTRIC,5.0,8,8,15174281,Tesla,Model 3,car,2018
3021,GASOLINE,,0,0,6756264,Ford,F-150,truck,2018
3022,GASOLINE,5.0,1,1,15249510,Cadillac,XTS,car,2017
3023,DIESEL,5.0,9,7,254030,Volkswagen,Jetta,car,2013
3024,GASOLINE,4.0,1,1,4988437,Toyota,Highlander,suv,2018
3025,GASOLINE,5.0,15,15,528034,Chevrolet,Equinox,suv,2015
3026,GASOLINE,5.0,34,31,254030,Honda,Crosstour,car,2012
3027,GASOLINE,4.86,30,28,254030,Hyundai,Elantra,car,2020
3028,GASOLINE,4.96,31,25,254030,Kia,Rio,car,2013
3029,GASOLINE,4.83,28,23,254030,Nissan,Versa,car,2018
3030,DIESEL,,0,0,15225633,Chevrolet,Silverado 2500HD,truck,2018
3031,GASOLINE,4.82,14,11,254030,Chevrolet,Spark,car,2020
3032,GASOLINE,5.0,1,1,11499804,Chevrolet,Suburban,suv,2014
3033,GASOLINE,5.0,35,34,7472911,Dodge,Grand Caravan,minivan,2017
3034,GASOLINE,4.76,43,33,4006959,BMW,5 Series,car,2012
3035,GASOLINE,4.97,53,40,4006959,Chevrolet,Impala,car,2016
3036,GASOLINE,5.0,39,30,4006959,Ford,Explorer,suv,2017
3037,GASOLINE,4.7,15,10,4060612,Ford,F-150,truck,2010
3038,GASOLINE,5.0,2,2,9615959,Hyundai,Genesis G70,car,2020
3039,GASOLINE,4.91,41,33,4006959,Dodge,Charger,car,2017
3040,GASOLINE,5.0,3,3,4006959,Nissan,Pathfinder,suv,2016
3041,GASOLINE,,1,0,11499804,Chrysler,300,car,2013
3042,GASOLINE,4.7,70,56,4006959,Chrysler,200,car,2015
3043,GASOLINE,4.78,30,23,4006959,Kia,Cadenza,car,2014
3044,GASOLINE,4.97,47,40,3167734,Chevrolet,Equinox,suv,2012
3045,GASOLINE,5.0,3,2,4006959,Ford,EcoSport,suv,2018
3046,GASOLINE,4.96,38,27,4006959,Dodge,Avenger,car,2014
3047,GASOLINE,,0,0,6052702,Ford,Transit Wagon,van,2018
3048,GASOLINE,4.9,50,39,4006959,Hyundai,Elantra GT,car,2013
3049,GASOLINE,4.97,34,33,7472911,Hyundai,Sonata,car,2011
3050,GASOLINE,4.89,25,19,4006959,Volkswagen,Jetta,car,2017
3051,GASOLINE,5.0,29,22,4006959,Ford,Escape,suv,2016
3052,GASOLINE,4.86,33,29,7472911,Hyundai,Sonata,car,2010
3053,GASOLINE,5.0,23,13,4006959,Volkswagen,Passat,car,2013
3054,GASOLINE,5.0,1,1,4006959,Mitsubishi,Lancer,car,2016
3055,GASOLINE,4.94,58,50,4006959,MINI,Cooper Countryman,car,2011
3056,GASOLINE,4.98,65,54,7472911,Nissan,Altima,car,2009
3057,ELECTRIC,4.97,34,32,6953809,Tesla,Model 3,car,2019
3058,GASOLINE,5.0,29,23,3054567,Ford,Fusion,car,2017
3059,GASOLINE,4.75,4,4,3054567,BMW,5 Series,car,2015
3060,DIESEL,5.0,16,11,3054567,Volkswagen,Passat,car,2013
3061,GASOLINE,4.57,34,23,3165595,Jeep,Cherokee,suv,2017
3062,GASOLINE,4.96,60,49,3165595,Hyundai,Elantra,car,2014
3063,DIESEL,5.0,18,15,3054567,Volkswagen,Golf,car,2013
3064,GASOLINE,4.91,62,57,3165595,Jeep,Commander,suv,2010
3065,GASOLINE,,0,0,15401465,Toyota,Tacoma,truck,2019
3066,GASOLINE,,0,0,1506106,Land Rover,Range Rover,suv,2015
3067,HYBRID,4.96,25,25,10560053,Toyota,RAV4 Hybrid,suv,2019
3068,GASOLINE,5.0,25,24,10560053,Hyundai,Sonata,car,2018
3069,GASOLINE,4.8,53,44,1886539,Ford,Fusion,car,2016
3070,GASOLINE,,0,0,10457265,Honda,Fit,car,2015
3071,GASOLINE,5.0,17,17,7058499,Nissan,Rogue,suv,2016
3072,GASOLINE,4.86,53,49,1135852,Toyota,Yaris,car,2007
3073,GASOLINE,4.97,93,80,1135852,Toyota,Yaris,car,2007
3074,HYBRID,5.0,1,1,15397792,Toyota,Prius Prime,car,2017
3075,GASOLINE,4.97,34,33,4867754,BMW,3 Series,car,2017
3076,GASOLINE,4.88,40,34,4867754,BMW,3 Series,car,2015
3077,ELECTRIC,5.0,10,10,6395947,Tesla,Model S,car,2016
3078,GASOLINE,5.0,4,2,15397792,Jeep,Wrangler,suv,2015
3079,GASOLINE,5.0,3,3,15397792,BMW,4 Series Gran Coupe,car,2015
3080,GASOLINE,,0,0,15796683,Nissan,Sentra,car,2014
3081,ELECTRIC,4.95,72,64,521685,Tesla,Model 3,car,2018
3082,ELECTRIC,5.0,11,11,7899439,Tesla,Model S,car,2015
3083,ELECTRIC,5.0,21,16,11179757,Chevrolet,Bolt EV,car,2019
3084,GASOLINE,4.57,11,7,12628538,Ford,Focus,car,2011
3085,,4.97,36,29,11179757,Hyundai,Elantra,car,2020
3086,ELECTRIC,5.0,10,9,2509644,Tesla,Model 3,car,2018
3087,GASOLINE,5.0,2,2,15397792,Dodge,Challenger,car,2020
3088,GASOLINE,,0,0,15789375,BMW,7 Series,car,2016
3089,GASOLINE,5.0,3,2,15501868,Subaru,Crosstrek,suv,2018
3090,GASOLINE,5.0,70,59,11179757,Honda,Accord,car,2012
3091,HYBRID,5.0,5,4,14470825,Toyota,Prius,car,2014
3092,GASOLINE,5.0,5,2,6346590,Audi,SQ5,suv,2018
3093,GASOLINE,5.0,8,5,894735,Toyota,Corolla,car,2016
3094,ELECTRIC,5.0,1,1,11303712,Tesla,Model Y,suv,2020
3095,GASOLINE,5.0,2,1,5314686,BMW,5 Series,car,2018
3096,GASOLINE,4.83,6,6,10199999,Ford,Mustang,car,2019
3097,GASOLINE,5.0,8,8,14988012,Mercedes-benz,Sprinter,van,2019
3098,GASOLINE,5.0,41,39,5414528,BMW,4 Series,car,2018
3099,GASOLINE,5.0,2,2,12628538,Hyundai,Tucson,suv,2009
3100,GASOLINE,,1,0,12628538,Hyundai,Genesis,car,2012
3101,GASOLINE,5.0,6,4,2197538,Cadillac,Escalade ESV,suv,2016
3102,GASOLINE,,0,0,15765901,Jeep,Gladiator,truck,2020
3103,GASOLINE,5.0,4,4,15335924,Chevrolet,Trax,suv,2019
3104,GASOLINE,5.0,8,7,9656584,Nissan,Rogue Sport,suv,2019
3105,GASOLINE,5.0,21,16,585870,Chevrolet,Traverse,suv,2019
3106,GASOLINE,5.0,7,7,5292463,Toyota,Avalon,car,2013
3107,GASOLINE,5.0,34,31,6732603,Alfa Romeo,4C,car,2015
3108,ELECTRIC,5.0,20,20,9192056,Tesla,Model 3,car,2018
3109,GASOLINE,4.9,76,72,4229573,Toyota,Camry,car,2018
3110,GASOLINE,5.0,5,3,11572934,Infiniti,QX80,suv,2016
3111,HYBRID,,0,0,4229573,Toyota,Camry,car,2020
